Email,Active
WoodKatie@ChinaRailwayEngineeringCorporation.org,1
NelsonAngelica@UnitedHealthGroup.org,1
AdamsAdriana@ChinaRailwayConstructionCorporation.org,1
CoxSara@SchwarzGruppe.org,1
AdamsAubrey@Chevron.org,1
RodriguezPatrick@Trafigura.org,1
AdamsJayla@Chevron.org,1
PatelChelsea@Gazprom.org,1
BennetJoshua@CVSHealth.org,1
MartinezHailey@Shell.org,1
LopezPeyton@Alphabet.org,1
LewisTyler@Mercedes-BenzGroup.org,0
DavisJalen@Costco.org,1
StewartBrandon@TotalEnergies.org,1
ReyesEvan@ChinaNationalPetroleumCorporation.org,1
MooreHaley@ChinaRailwayEngineeringCorporation.org,1
BaileyRachel@Shell.org,0
PhillipsAshlyn@Cigna.org,1
LewisBrianna@Amazon.org,1
MartinCole@Baowu.org,1
AllenKathryn@Phillips66.org,1
CastilloLily@Phillips66.org,1
HowardAmber@StateGridCorporationofChina.org,1
TurnerEdgar@CardinalHealth.org,1
RossOscar@Shell.org,1
ScottSabrina@Foxconn.org,1
SmithJoseph@Costco.org,1
BrooksGabriella@Glencore.org,1
RamosBrian@Stellantis.org,1
TaylorAdam@Trafigura.org,1
CruzAdrianna@Cigna.org,1
HughesJoseph@Microsoft.org,1
AndersonJackson@AgriculturalBankofChina.org,1
RuizLeslie@Mercedes-BenzGroup.org,1
ReedKiara@Mercedes-BenzGroup.org,1
PerezBrian@Phillips66.org,1
LewisPaige@Trafigura.org,1
MendozaNolan@Chevron.org,1
YoungNolan@BP.org,1
LeeHaley@Cigna.org,1
DiazEva@StateGridCorporationofChina.org,0
GreenLeslie@Mercedes-BenzGroup.org,1
BaileyHenry@Toyota.org,1
HallChloe@Phillips66.org,1
WilliamsEvelyn@ChinaRailwayEngineeringCorporation.org,1
BaileyKaitlyn@ChinaRailwayConstructionCorporation.org,1
CastilloGregory@Costco.org,1
HillIsaiah@FordMotorCompany.org,1
ClarkNathaniel@FordMotorCompany.org,1
WalkerDaniela@Stellantis.org,1
HarrisDiego@BP.org,1
BaileyBlake@Trafigura.org,1
ChavezMason@BP.org,0
YoungElizabeth@Foxconn.org,1
JonesAlyssa@Toyota.org,1
CarterAlondra@Sinochem.org,0
ThompsonAaron@CVSHealth.org,1
HarrisConner@Shell.org,1
MooreAlexia@CVSHealth.org,1
RuizGiselle@SaudiAramco.org,1
BrownTrevor@ChinaConstructionBank.org,1
BrownNicholas@Microsoft.org,1
CoxTravis@CardinalHealth.org,1
ChavezNatalia@PingAnInsurance.org,1
LongJosiah@ChinaStateConstructionEngineering.org,1
PatelVanessa@Walmart.org,1
GomezRuby@ChinaRailwayConstructionCorporation.org,1
MartinezAyden@ExxonMobil.org,0
CooperSabrina@SaudiAramco.org,1
BrooksPaul@Shell.org,1
StewartNatalia@Mercedes-BenzGroup.org,0
MyersWesley@ChinaNationalOffshoreOilCorporation.org,1
BakerEmmanuel@BerkshireHathaway.org,0
RuizIsaiah@Mercedes-BenzGroup.org,1
PetersonAndrea@ChinaNationalOffshoreOilCorporation.org,1
DiazAshton@PingAnInsurance.org,1
StewartIvan@PingAnInsurance.org,1
GrayRiley@CardinalHealth.org,1
JohnsonEdgar@ChinaStateConstructionEngineering.org,1
BrooksJulia@Glencore.org,1
WoodJillian@SaudiAramco.org,0
MoralesMiguel@BP.org,1
GutierrezMarcus@Glencore.org,1
NguyenReagan@Stellantis.org,1
NelsonMariah@ChinaStateConstructionEngineering.org,1
ParkerAlana@TotalEnergies.org,1
LongArianna@Stellantis.org,0
AllenEmily@Chevron.org,1
WardNolan@Phillips66.org,1
MurphySerenity@ChinaRailwayConstructionCorporation.org,1
RiveraKaitlyn@Phillips66.org,1
JimenezKevin@Gazprom.org,1
MartinezKenneth@VolkswagenGroup.org,1
HughesEdward@SamsungElectronics.org,1
RogersJeremy@SchwarzGruppe.org,1
ParkerColin@Baowu.org,1
MillerAmber@Vitol.org,1
AllenDonovan@SchwarzGruppe.org,1
StewartSara@ChinaNationalOffshoreOilCorporation.org,0
MorganDaniela@Costco.org,0
StewartHenry@IndustrialandCommercialBankofChina.org,1
MendozaAyden@Phillips66.org,1
GonzalesChristina@Sinochem.org,1
RichardsonJasmine@BP.org,0
PhillipsIsaac@Mercedes-BenzGroup.org,1
KimCesar@Amazon.org,1
CarterIsabella@Gazprom.org,1
RuizMiguel@Apple.org,1
OrtizDevin@Mercedes-BenzGroup.org,1
AlvarezKaitlyn@TotalEnergies.org,1
NelsonJayla@Microsoft.org,1
LeeRebecca@CVSHealth.org,1
RobinsonSpencer@VolkswagenGroup.org,1
MurphyAlexander@Cigna.org,1
BrownBrooke@ChinaRailwayConstructionCorporation.org,1
JimenezKylee@FordMotorCompany.org,1
ReedTyler@Toyota.org,1
RiveraLeah@ChinaNationalOffshoreOilCorporation.org,1
ReyesMorgan@ChinaPetrochemicalCorporation.org,1
AllenCollin@Uniper.org,1
CoxBrittany@Apple.org,1
RiveraJosiah@Foxconn.org,1
ParkerIsabelle@Chevron.org,1
PatelPeyton@BP.org,1
CooperOwen@AmerisourceBergen.org,1
MorrisGabriella@Trafigura.org,1
OrtizSamuel@Costco.org,1
PatelMaya@Mercedes-BenzGroup.org,1
HernandezParker@ExxonMobil.org,1
CollinsErick@Amazon.org,1
ReedKayla@ChinaStateConstructionEngineering.org,1
JimenezCaroline@TotalEnergies.org,1
TorresAbigail@Sinochem.org,0
JohnsonRiley@Cigna.org,1
GarciaGavin@TotalEnergies.org,1
RamosSophie@Toyota.org,1
SmithJustin@Toyota.org,1
WatsonHannah@Cargill.org,1
NguyenMaya@Microsoft.org,1
HowardShane@Glencore.org,1
ReedBreanna@Uniper.org,1
CookCatherine@Toyota.org,1
DavisCaroline@SaudiAramco.org,1
AdamsMakayla@Amazon.org,1
JamesAlexandria@Glencore.org,1
DavisKyle@Foxconn.org,1
CastilloMelanie@ChinaRailwayConstructionCorporation.org,1
LeeGavin@ChinaRailwayConstructionCorporation.org,0
AllenAidan@Walmart.org,1
CollinsOliver@ChinaStateConstructionEngineering.org,1
JacksonGiovanni@Phillips66.org,1
PatelGracie@Phillips66.org,1
JonesMackenzie@ChinaConstructionBank.org,1
WilsonElijah@ValeroEnergy.org,1
WilsonJustin@Shell.org,0
LopezKyle@Cigna.org,1
HughesJocelyn@Amazon.org,1
RobertsNathan@Baowu.org,0
PhillipsLayla@Microsoft.org,0
MyersJeremy@Uniper.org,1
TorresCamila@TotalEnergies.org,1
ScottIvan@StateGridCorporationofChina.org,1
HernandezHector@Baowu.org,1
RobertsHector@Microsoft.org,1
RobinsonEduardo@FordMotorCompany.org,1
RamosZoey@Sinochem.org,1
TurnerAshlyn@SaudiAramco.org,1
KellyChelsea@SamsungElectronics.org,1
HarrisJenna@Shell.org,1
ScottShelby@Chevron.org,1
NguyenZoe@Amazon.org,1
GreenConner@Phillips66.org,0
LongDamian@PingAnInsurance.org,1
WilsonJulian@Glencore.org,1
SandersAndrew@CardinalHealth.org,1
NguyenAriana@ExxonMobil.org,1
LeeJohnathan@Stellantis.org,1
MartinezAddison@Shell.org,1
MorganAdriana@AmerisourceBergen.org,1
HarrisZoe@Sinochem.org,1
RobinsonSophia@AmerisourceBergen.org,1
JimenezJeremy@SaudiAramco.org,1
YoungKatelyn@PingAnInsurance.org,1
KingDevon@MarathonPetroleum.org,1
WatsonJazmin@ChinaNationalOffshoreOilCorporation.org,1
SmithCassidy@Walmart.org,1
AdamsMason@MitsubishiGroup.org,1
LewisAva@Cigna.org,1
PerezMarissa@Foxconn.org,1
HowardRuby@Walmart.org,1
PriceJoshua@Vitol.org,1
ReedKelly@Baowu.org,1
TaylorGarrett@Stellantis.org,1
AllenPeter@McKesson.org,1
RossSeth@PingAnInsurance.org,1
AllenManuel@Glencore.org,1
WilsonEdward@Toyota.org,1
HowardMelanie@Trafigura.org,1
GonzalesHope@ChinaRailwayConstructionCorporation.org,1
MitchellOliver@Uniper.org,1
JacksonIsabel@AgriculturalBankofChina.org,1
GonzalesKendall@TotalEnergies.org,1
NelsonGrant@Microsoft.org,1
SandersNicolas@Sinochem.org,1
PatelDamian@Chevron.org,1
CoxLevi@CVSHealth.org,1
RichardsonNathaniel@PingAnInsurance.org,1
AndersonSkylar@IndustrialandCommercialBankofChina.org,0
WoodIvan@Amazon.org,1
MillerJaden@ExxonMobil.org,1
CampbellTravis@ChinaRailwayConstructionCorporation.org,0
BrownLauren@StateGridCorporationofChina.org,1
BrooksPayton@AgriculturalBankofChina.org,1
WoodMelanie@ChinaRailwayConstructionCorporation.org,1
PerezJada@Toyota.org,1
LewisNicolas@BerkshireHathaway.org,1
CollinsOlivia@Chevron.org,1
CruzMicah@MarathonPetroleum.org,1
WatsonZachary@MitsubishiGroup.org,1
WrightRicardo@Trafigura.org,1
FosterDaniel@Vitol.org,1
PatelSpencer@Glencore.org,1
JamesSteven@ChinaNationalOffshoreOilCorporation.org,0
ReedSergio@BP.org,1
HughesMikayla@SchwarzGruppe.org,1
RamirezEmma@ChinaNationalPetroleumCorporation.org,1
GonzalesMakayla@FordMotorCompany.org,1
RichardsonHayden@Toyota.org,1
RichardsonAbby@Foxconn.org,1
GarciaShawn@Phillips66.org,0
OrtizHector@Uniper.org,1
PriceJackson@VolkswagenGroup.org,1
SandersCaitlyn@MarathonPetroleum.org,1
RobinsonKatie@AmerisourceBergen.org,1
WrightBenjamin@MarathonPetroleum.org,1
SanchezJasmin@Baowu.org,1
AndersonOwen@AgriculturalBankofChina.org,1
NelsonEvan@BP.org,1
MurphyTrevor@Sinochem.org,1
LeeLiliana@TotalEnergies.org,1
WilliamsHector@ExxonMobil.org,1
WalkerPayton@Uniper.org,1
BrownJennifer@StateGridCorporationofChina.org,1
MartinRebecca@CardinalHealth.org,1
HowardCrystal@UnitedHealthGroup.org,1
JamesBrittany@ChinaPetrochemicalCorporation.org,1
MoralesAndres@Toyota.org,1
KimJoseph@Baowu.org,1
ThompsonGrant@ExxonMobil.org,1
HallCaden@Stellantis.org,0
WilliamsKatie@Trafigura.org,1
JohnsonShawn@Glencore.org,0
GreenDylan@ChinaNationalPetroleumCorporation.org,1
PetersonCatherine@Phillips66.org,1
HarrisBryce@ChinaNationalPetroleumCorporation.org,1
CruzAlana@Apple.org,1
ChavezHector@ChinaNationalOffshoreOilCorporation.org,1
WilsonFernando@CVSHealth.org,1
PriceTrinity@BP.org,1
PhillipsJohn@UnitedHealthGroup.org,1
PetersonDaniel@Foxconn.org,1
MillerGiovanni@Alphabet.org,1
WhiteTyler@Vitol.org,1
FosterEdwin@Shell.org,1
ThomasPaul@TotalEnergies.org,1
CoxFrancisco@Cargill.org,1
AllenNatalie@Stellantis.org,1
SmithDaisy@Costco.org,1
CruzCaden@Glencore.org,1
RossAlan@Shell.org,1
OrtizSophie@Toyota.org,1
HillLily@Foxconn.org,1
RiveraBreanna@McKesson.org,1
RamirezEric@ChinaPetrochemicalCorporation.org,1
MurphyGiovanni@ValeroEnergy.org,1
SandersSeth@IndustrialandCommercialBankofChina.org,0
WhiteHope@Foxconn.org,1
LeeKatherine@IndustrialandCommercialBankofChina.org,1
SmithCooper@Trafigura.org,1
CollinsAngel@Stellantis.org,1
GomezAustin@FordMotorCompany.org,1
LeeBianca@SaudiAramco.org,0
PetersonIsabella@ChinaConstructionBank.org,1
BrownLiliana@FordMotorCompany.org,1
RobertsLaura@Shell.org,1
OrtizNicholas@SchwarzGruppe.org,1
WoodJared@ChinaRailwayEngineeringCorporation.org,1
EvansMary@ValeroEnergy.org,1
WardAbraham@CVSHealth.org,1
YoungBryce@Sinochem.org,0
CollinsColby@ChinaPetrochemicalCorporation.org,1
MurphyJose@ChinaConstructionBank.org,1
RamosRiley@Sinochem.org,1
ScottHenry@Shell.org,1
RiveraGiselle@ValeroEnergy.org,1
ThomasConner@Cigna.org,1
GonzalesZoey@Sinochem.org,1
JimenezGiovanni@AmerisourceBergen.org,0
MitchellWesley@Apple.org,0
CookJaden@MarathonPetroleum.org,1
JohnsonRyan@MarathonPetroleum.org,0
LopezElizabeth@VolkswagenGroup.org,1
HowardKiara@Uniper.org,1
PerezSydney@Toyota.org,1
ReedJulia@SaudiAramco.org,0
BrooksNevaeh@BP.org,1
KimPeyton@Uniper.org,1
GarciaDalton@Gazprom.org,1
ClarkDakota@MitsubishiGroup.org,1
FosterSteven@ValeroEnergy.org,1
BaileyIvan@ChinaRailwayConstructionCorporation.org,0
MartinezKaitlyn@Glencore.org,1
JimenezAngelica@ChinaStateConstructionEngineering.org,1
AlvarezAdrianna@Sinochem.org,1
ReedIan@Mercedes-BenzGroup.org,1
SmithAshton@Shell.org,0
WardMadison@SchwarzGruppe.org,1
HowardValerie@Cargill.org,1
MendozaVictoria@SamsungElectronics.org,1
PerezBrian@Chevron.org,1
KingPeyton@SamsungElectronics.org,1
TaylorAna@PingAnInsurance.org,1
AlvarezMikayla@ChinaPetrochemicalCorporation.org,1
ParkerKaleb@Phillips66.org,1
RichardsonEmily@Cigna.org,1
MoralesBrooklyn@SchwarzGruppe.org,1
ReyesTiffany@CardinalHealth.org,1
TaylorJenna@McKesson.org,1
JohnsonBianca@SchwarzGruppe.org,1
NelsonNolan@MarathonPetroleum.org,1
TurnerJason@Glencore.org,1
TaylorDonovan@Microsoft.org,1
CollinsSean@Trafigura.org,1
JimenezRobert@UnitedHealthGroup.org,1
BaileyAlan@VolkswagenGroup.org,1
WoodGrant@Foxconn.org,1
CampbellCatherine@Microsoft.org,1
WilliamsGenesis@ChinaRailwayEngineeringCorporation.org,1
MorrisJesse@Mercedes-BenzGroup.org,1
JamesWesley@Sinochem.org,1
BrooksRiley@Amazon.org,1
SandersCooper@MarathonPetroleum.org,1
AndersonGarrett@Phillips66.org,1
JamesBianca@Gazprom.org,1
MendozaMadelyn@Chevron.org,1
HernandezOmar@ExxonMobil.org,1
ThomasEva@Alphabet.org,1
WardBrian@MarathonPetroleum.org,1
BaileySara@VolkswagenGroup.org,1
HarrisJacob@ChinaStateConstructionEngineering.org,1
GomezJordyn@TotalEnergies.org,1
ParkerJade@ChinaConstructionBank.org,1
EvansJocelyn@ChinaConstructionBank.org,1
HillKaden@SamsungElectronics.org,0
MyersBrooke@Cargill.org,1
CookLily@BerkshireHathaway.org,1
YoungWyatt@BerkshireHathaway.org,1
MorrisNicolas@ChinaPetrochemicalCorporation.org,1
KimJeremiah@Cargill.org,0
MillerOscar@ValeroEnergy.org,1
EdwardsAddison@SamsungElectronics.org,1
LongRobert@Mercedes-BenzGroup.org,1
HernandezChloe@ExxonMobil.org,1
WardCaden@Stellantis.org,1
YoungMakenzie@ChinaRailwayEngineeringCorporation.org,1
CookPaul@Sinochem.org,1
SmithJared@Uniper.org,1
WhiteLillian@ChinaPetrochemicalCorporation.org,1
KimCassandra@Trafigura.org,1
HughesEvan@Toyota.org,1
EdwardsAlexandria@Amazon.org,1
SanchezGiovanni@Cargill.org,1
CoxAlex@ValeroEnergy.org,0
YoungBrianna@McKesson.org,1
LeeValeria@VolkswagenGroup.org,1
RamirezAshlyn@SamsungElectronics.org,1
MurphyCaroline@CardinalHealth.org,1
TaylorAdriana@Chevron.org,1
TaylorElizabeth@Toyota.org,1
RiveraJayla@Baowu.org,1
JimenezSofia@ExxonMobil.org,1
WalkerDelaney@ValeroEnergy.org,1
JohnsonJade@UnitedHealthGroup.org,0
FloresLucas@CardinalHealth.org,1
WoodDavid@SaudiAramco.org,1
MendozaLiliana@PingAnInsurance.org,1
SandersAdam@Chevron.org,1
RossXavier@Toyota.org,1
TaylorNicholas@IndustrialandCommercialBankofChina.org,1
GreenSamantha@Foxconn.org,0
SanchezJessica@Walmart.org,1
HowardKaylee@SamsungElectronics.org,1
FosterJared@ChinaNationalPetroleumCorporation.org,1
ThomasVincent@Stellantis.org,1
GonzalesJayden@Chevron.org,1
AllenMakenzie@McKesson.org,1
HowardMorgan@ChinaConstructionBank.org,1
MartinezMalachi@ChinaConstructionBank.org,1
EvansLayla@Chevron.org,0
WrightSofia@AmerisourceBergen.org,1
RogersSophia@BerkshireHathaway.org,1
MyersFrancisco@Vitol.org,1
AlvarezAdrianna@Vitol.org,1
MooreHector@Apple.org,1
MartinJesse@Chevron.org,1
BakerAshton@Costco.org,1
TaylorLydia@BerkshireHathaway.org,1
DiazMia@Microsoft.org,1
FosterRicardo@BerkshireHathaway.org,1
MyersJacqueline@Baowu.org,1
MendozaAbigail@SchwarzGruppe.org,1
PhillipsSebastian@ChinaRailwayEngineeringCorporation.org,1
CollinsPayton@AmerisourceBergen.org,1
WilsonAubrey@CardinalHealth.org,0
WrightChristopher@MitsubishiGroup.org,0
RogersBrooke@Alphabet.org,1
GutierrezAmelia@Costco.org,1
JimenezDonovan@Uniper.org,1
JonesEmmanuel@Sinochem.org,1
MartinezCarlos@Microsoft.org,1
LongZoey@AmerisourceBergen.org,1
RiveraTyler@Mercedes-BenzGroup.org,1
RogersThomas@AgriculturalBankofChina.org,1
BaileyMichael@ChinaStateConstructionEngineering.org,1
WoodKatie@Shell.org,1
CoxMya@MarathonPetroleum.org,1
FloresRichard@BP.org,1
WoodZachary@ChinaNationalPetroleumCorporation.org,1
WilliamsGrant@ChinaNationalOffshoreOilCorporation.org,1
BrownDaisy@Shell.org,1
HillArianna@Cigna.org,1
JacksonStephen@Baowu.org,1
ScottArianna@ChinaRailwayConstructionCorporation.org,1
CarterTiffany@Microsoft.org,1
PerezMichael@Trafigura.org,1
WhiteIvan@Toyota.org,1
HillMariah@IndustrialandCommercialBankofChina.org,1
MurphyDakota@FordMotorCompany.org,1
WoodJackson@Chevron.org,0
CarterGrant@Costco.org,1
ScottAngela@Toyota.org,1
WoodKathryn@ChinaNationalOffshoreOilCorporation.org,1
AdamsBrody@Cigna.org,1
GrayAbigail@Baowu.org,1
RobinsonAidan@Cigna.org,1
JohnsonBenjamin@Chevron.org,1
RossAvery@Sinochem.org,1
GraySophia@AgriculturalBankofChina.org,1
CookCooper@Chevron.org,1
FosterLeonardo@Stellantis.org,1
MitchellSierra@ExxonMobil.org,1
RobertsCody@McKesson.org,1
GreenValerie@Uniper.org,1
DiazArianna@BerkshireHathaway.org,1
BrownAlexandra@BP.org,1
GomezMorgan@VolkswagenGroup.org,1
HallGrace@ChinaNationalOffshoreOilCorporation.org,1
JonesErick@SamsungElectronics.org,1
ThompsonAshlyn@ChinaStateConstructionEngineering.org,1
ReedKathryn@Costco.org,1
BrownBradley@Costco.org,1
ScottJacqueline@Uniper.org,1
PhillipsNathaniel@Costco.org,1
NguyenAlondra@Toyota.org,1
HallSavannah@AmerisourceBergen.org,1
MartinBryson@ValeroEnergy.org,0
ChavezWilliam@Baowu.org,1
NelsonMartin@BP.org,1
WilliamsCaden@Shell.org,1
LopezStephen@MarathonPetroleum.org,1
EdwardsArianna@MitsubishiGroup.org,1
MorganAdriana@SchwarzGruppe.org,1
KellyMason@ChinaStateConstructionEngineering.org,1
PerezMiranda@ChinaPetrochemicalCorporation.org,1
GrayJulian@Gazprom.org,0
MurphyJonathan@StateGridCorporationofChina.org,1
ScottMya@UnitedHealthGroup.org,0
WoodEmily@ChinaRailwayConstructionCorporation.org,1
MooreAaron@Phillips66.org,1
LopezKylee@ValeroEnergy.org,1
WalkerMartin@UnitedHealthGroup.org,1
TaylorSara@PingAnInsurance.org,1
ThompsonAlexandra@Uniper.org,1
GomezAnthony@Apple.org,1
MooreSteven@ChinaStateConstructionEngineering.org,1
CarterMegan@Uniper.org,1
JonesNatalie@Sinochem.org,1
LewisBrandon@TotalEnergies.org,1
LopezEdgar@ChinaNationalOffshoreOilCorporation.org,1
PetersonGregory@IndustrialandCommercialBankofChina.org,1
HowardTimothy@Alphabet.org,1
GreenFernando@Alphabet.org,1
WardAva@Vitol.org,1
MoralesManuel@ExxonMobil.org,1
BennetChristina@Sinochem.org,1
RuizKaitlyn@Baowu.org,0
ParkerJeremy@Uniper.org,1
MurphyFernando@Phillips66.org,1
ReyesNathan@ChinaNationalOffshoreOilCorporation.org,1
CoxEdgar@AgriculturalBankofChina.org,0
NguyenBrayden@IndustrialandCommercialBankofChina.org,1
KellyGiselle@ExxonMobil.org,1
RobinsonCharlotte@Alphabet.org,0
ChavezJoel@ValeroEnergy.org,1
WoodAdrianna@CardinalHealth.org,1
OrtizIsaac@Chevron.org,0
RobinsonEmmanuel@Sinochem.org,1
JamesKylee@Walmart.org,0
ReedKaden@BerkshireHathaway.org,1
BrooksSpencer@Sinochem.org,1
HernandezDominic@Shell.org,1
RodriguezMia@Costco.org,0
PriceAllison@AgriculturalBankofChina.org,1
MorganAmelia@ChinaNationalPetroleumCorporation.org,1
AdamsZachary@Chevron.org,1
EdwardsErick@Microsoft.org,1
MooreCaden@Toyota.org,1
PatelLuke@CardinalHealth.org,1
FosterKenneth@TotalEnergies.org,0
OrtizAdrianna@Apple.org,1
RossMia@PingAnInsurance.org,1
SanchezJavier@CVSHealth.org,1
BrownJorge@AmerisourceBergen.org,1
NguyenChase@Vitol.org,1
NguyenBradley@Gazprom.org,1
CookAyden@AmerisourceBergen.org,1
PriceEvelyn@Apple.org,1
ThomasAngela@Glencore.org,1
ScottAvery@Glencore.org,1
ChavezOliver@Foxconn.org,1
ScottChase@Costco.org,1
MurphyCharles@UnitedHealthGroup.org,1
WatsonDevin@BP.org,1
ScottAndres@Mercedes-BenzGroup.org,1
HallDaniel@PingAnInsurance.org,1
MooreCaitlin@Microsoft.org,1
CruzSerenity@Baowu.org,1
CooperGage@Glencore.org,1
RuizAlexis@Trafigura.org,1
RiveraKenneth@Vitol.org,1
BrooksAlana@Costco.org,1
EdwardsJosiah@Vitol.org,1
MoralesJayden@Cigna.org,1
LopezBryson@PingAnInsurance.org,1
HillShawn@Glencore.org,1
HughesAlexandria@Glencore.org,1
MendozaAngelica@Foxconn.org,0
WalkerArianna@ChinaNationalOffshoreOilCorporation.org,1
LongFaith@IndustrialandCommercialBankofChina.org,1
FosterElla@TotalEnergies.org,1
SandersJeffrey@StateGridCorporationofChina.org,1
MurphySummer@ChinaPetrochemicalCorporation.org,1
SanchezHenry@UnitedHealthGroup.org,0
MooreMya@ChinaRailwayConstructionCorporation.org,1
KingGracie@Stellantis.org,1
HarrisAshley@VolkswagenGroup.org,1
PhillipsChristina@Walmart.org,1
FloresJasmine@ChinaNationalPetroleumCorporation.org,1
KingKylee@BP.org,0
PerezLaura@ChinaRailwayEngineeringCorporation.org,1
LopezArianna@MarathonPetroleum.org,1
WrightStephanie@UnitedHealthGroup.org,1
StewartNicholas@TotalEnergies.org,1
BakerJayla@ExxonMobil.org,1
KingJuan@PingAnInsurance.org,1
CampbellGabrielle@VolkswagenGroup.org,1
WardBrianna@ValeroEnergy.org,1
SandersBenjamin@IndustrialandCommercialBankofChina.org,1
NguyenNathaniel@BerkshireHathaway.org,1
BennetAlejandro@ChinaNationalOffshoreOilCorporation.org,1
DiazCesar@Shell.org,1
CoxJulian@Phillips66.org,1
HughesIsabel@MitsubishiGroup.org,1
AlvarezMax@MarathonPetroleum.org,1
AllenKathryn@ChinaRailwayConstructionCorporation.org,1
KingJaden@AgriculturalBankofChina.org,1
BrooksAbby@Chevron.org,1
PerezWyatt@UnitedHealthGroup.org,1
TaylorRebecca@Mercedes-BenzGroup.org,1
EdwardsManuel@Toyota.org,1
ClarkRicardo@ChinaStateConstructionEngineering.org,1
LopezOliver@Trafigura.org,1
CoxJacqueline@Shell.org,1
PatelElias@Cargill.org,1
ParkerJeremy@ExxonMobil.org,1
YoungJasmine@Chevron.org,1
FloresMichelle@Chevron.org,1
GutierrezAshlyn@MitsubishiGroup.org,1
MitchellVanessa@Trafigura.org,1
LopezLogan@BP.org,0
HillJade@IndustrialandCommercialBankofChina.org,1
HarrisColton@ChinaNationalPetroleumCorporation.org,0
GonzalesKate@Shell.org,1
CruzSophia@Gazprom.org,1
TurnerMya@ChinaRailwayEngineeringCorporation.org,1
FloresNaomi@BerkshireHathaway.org,1
MorrisBradley@Baowu.org,1
MurphyClaire@Cigna.org,1
BennetAriana@MitsubishiGroup.org,1
BrooksKyle@Phillips66.org,1
PhillipsSophie@PingAnInsurance.org,1
JonesBlake@SchwarzGruppe.org,1
LewisJohnathan@Chevron.org,1
BennetColby@Costco.org,1
DiazSamuel@IndustrialandCommercialBankofChina.org,1
MorrisIsabelle@Baowu.org,1
RodriguezJade@Vitol.org,1
RichardsonLindsey@Amazon.org,1
WalkerErica@UnitedHealthGroup.org,1
MartinCaitlin@Chevron.org,1
YoungFaith@ValeroEnergy.org,0
WhiteBlake@ChinaConstructionBank.org,1
AndersonSabrina@Vitol.org,1
TaylorJuan@MarathonPetroleum.org,1
PhillipsSophia@Costco.org,1
MartinezElijah@ChinaConstructionBank.org,1
WhiteMolly@ChinaConstructionBank.org,1
LopezAndrea@ChinaStateConstructionEngineering.org,1
MitchellFernando@MarathonPetroleum.org,1
LeeZoey@MitsubishiGroup.org,1
WilliamsSpencer@TotalEnergies.org,1
MartinezEvan@McKesson.org,1
JohnsonJack@Trafigura.org,1
KellyGage@Costco.org,1
GarciaDiego@Apple.org,1
WalkerCaleb@MarathonPetroleum.org,1
HughesGianna@Shell.org,1
TaylorAllison@Baowu.org,1
CooperEthan@Amazon.org,1
BaileyAlan@Cigna.org,1
BrooksAudrey@AmerisourceBergen.org,1
SandersGeorge@Trafigura.org,1
GreenStephen@IndustrialandCommercialBankofChina.org,1
AdamsSadie@Stellantis.org,1
JonesHailey@Stellantis.org,1
EdwardsAlicia@Microsoft.org,1
WhiteBlake@McKesson.org,1
MartinezDamian@ChinaRailwayConstructionCorporation.org,1
GrayMario@SchwarzGruppe.org,1
CastilloNoah@BP.org,1
ChavezJocelyn@MarathonPetroleum.org,0
MendozaBradley@ChinaRailwayEngineeringCorporation.org,1
FloresEdward@Uniper.org,1
WhiteHenry@Alphabet.org,1
CookAna@TotalEnergies.org,1
GrayAlexandria@Gazprom.org,1
RobinsonMarco@McKesson.org,1
LeeAndres@Toyota.org,1
MorrisAlana@ChinaPetrochemicalCorporation.org,1
GomezJesse@Cigna.org,1
HarrisChase@MitsubishiGroup.org,1
JimenezJada@ChinaPetrochemicalCorporation.org,1
MartinezColin@ChinaNationalPetroleumCorporation.org,1
ThomasAlexa@MitsubishiGroup.org,1
CollinsAdrianna@ChinaNationalPetroleumCorporation.org,1
JohnsonKaden@Vitol.org,1
ClarkBailey@ValeroEnergy.org,1
HughesAmy@CVSHealth.org,1
LewisMichael@PingAnInsurance.org,1
WatsonSadie@Sinochem.org,1
ClarkMason@StateGridCorporationofChina.org,1
SandersLeslie@FordMotorCompany.org,1
BennetHunter@ChinaPetrochemicalCorporation.org,1
MooreTrinity@CVSHealth.org,1
EdwardsJavier@Microsoft.org,1
PetersonElijah@ChinaNationalPetroleumCorporation.org,1
MartinNicole@McKesson.org,1
JamesJavier@FordMotorCompany.org,1
CampbellWesley@ChinaConstructionBank.org,1
HallAvery@ExxonMobil.org,1
CoxMolly@SchwarzGruppe.org,1
EvansLilly@Apple.org,1
HillClaire@Gazprom.org,1
MendozaKaylee@Apple.org,1
GreenLiam@ChinaStateConstructionEngineering.org,1
BaileySerenity@BP.org,1
HallSamuel@CardinalHealth.org,1
GreenDaniel@SaudiAramco.org,1
FosterNevaeh@Foxconn.org,1
KimRyan@Trafigura.org,1
RobinsonSeth@McKesson.org,1
ThomasMikayla@Foxconn.org,1
ReyesMichael@Shell.org,1
LopezBryan@Gazprom.org,1
WhiteSteven@Vitol.org,1
WrightBenjamin@Chevron.org,1
PatelPayton@Uniper.org,1
BrownShane@McKesson.org,1
RogersNevaeh@Sinochem.org,1
CampbellJoshua@ValeroEnergy.org,1
WoodVeronica@BerkshireHathaway.org,1
CollinsCaitlyn@Chevron.org,1
EvansEvan@Sinochem.org,1
